corrected_comment,rating,sentiment
"Dùng tạm được nhưng khi mua thì k đc kèm sạc pin, tai nghe hay phụ kiện gì?",3,0
Camera sau rất nét .,4,1
"Mình dùng được 1 tháng, cảm thấy tốt. Thấy nhiều bạn không biết sử dụng rồi vào đây đánh giá đợt này pin yếu chán . Mình sử dụng cho chơi game, mạng xã hội,... tính trung bình nếu dùng wifi thì 9%/1h, nếu dùng 4G thì 11%/1h mình luôn luôn sử độ sáng màn hình dưới 30% nên dùng 1 ngày là hoàn toàn đủ, ngày nào mình cũng dùng khoảng 7 tiếng, lúc mới mua về chưa tắt các chức năng phụ thì cũng hao pin thật.Chỉ các bạn 1 số thứ nên ẮT để tiết kiệm pin giống mình.. Kết nối tắt 5G chuyển sang 4G, tắt Bluetooth, tắt Chia sẻ nhanh, tắt NFC,.. Phần này hao pin nhiều. Màn hình tắt bảo vệ tránh chạm vô tình hao pin vì nó luôn luôn bật cảm biến khi điện thoại trong túi, tắt vị trí, tắt đồng bộ hóa... Đặc biệt là tắt 120h, sẽ tiết kiệm pin, nhưng mình nghĩ hãy sử dụng để có trải nghiệm mượt hơn.. Và còn nhiều chức năng không cần thiết có thể tắt nữa nhưng mình không liệt kê hết được, các bạn hãy tìm thêm.",4,1
"Máy xài mượt lắm, rất hài lòng, máy chạy nhanh.",5,1
Loa hơi rè.,3,0
"Pin sụt nhanh quá, 5000mah mà dùng chỉ lướt vài ứng dụng, không chơi game mà chỉ được khoảng 12 tiếng, thi thoảng dùng YouTube còn bị đơ. Không biết do lỗi máy hay như thế nào nhưng rất khó chịu.",3,0
"Máy mượt, pin trâu.",4,1
"Sao máy mình mặt sau lưng ko có chữ samsung máy, mọi người có giống vậy không?",3,0
Tốt .,4,1
"Mình mới dùng đc 3 ngày thấy hao pin nhanh, thỉnh thoảng tin nhắn voice zalo lỗi ký có tiếng.",3,0
Mua sp vợ xài tốt.,5,1
"Mình mới mua đc 2 ngày, trải nghiệm pin tuột khá nhanh, và lướt web một tý là thân máy nóng.",3,0
"Máy xài nhanh hết pin, mua được vài tháng thì báo ẩm cục sạch, cắm sạc không được trong khi điện thoại không bị dính nước. Kháng nước nhưng không biết mà bị rớt xuống nước thì thế nào nữa.",3,0
Pin hao nhanh. Bạn nào mua thì cân nhắc kỹ. Lúc mình đi tỉnh thì Wifi/5G kém. Cửa hàng không bán ốp lưng nên khá bất tiện khi phải mua ngoài.,2,0
Dùng cũng tạm được .Không biết kháng nước có đươc tốt không?,3,0
"Tôi mua trả góp trả trước 10cm, nhân viên TGDD tính ra như thế, tôi tham khảo gói trả góp trên web ko trùng khớp, nhờ kiểm tra giúp tôi thế này có nhầm lẫn ko ?",3,0
"Mới mua 17 ngày, các chúc nâng điều không ngon quả tệ.",2,0
Máy hao băng.bắt song yếu mới mua thấy hối hận.,2,0
Rất tốt.,5,1
Máy nóng bất thường nên hao pin. Bán không tự vấn. Không nên mua dòng này.,2,0
A very nice and fast device with a very good camera performance from the Goidingdong. Sellers were also very friendly and understanding to my requests and need. Welldone shop:.,5,1
Sài Gòn: Pin thì cũng tạm thôi. Mới mua 7990K được mấy ngày này giảm tiếp.,4,1
Sản phẩm tốt: Chất lượng.,4,1
"Máy mới thấy tốt, chạy mượt tầm tiền này là ok......, vài thời gian nữa mới viết như nào... .",5,1
Rất tốt và tin tưởng.,5,1
Chán .,2,0
Xai tôi?,4,1
Rất tốt cám ơn.,5,1
Máy bắt wifi cực kỳ kém. Mất kết nối wifi liên tục. Bực thật sự.,2,0
May tot va rat mượt .,5,1
"Máy đẹp cầm chắc tay, pin ổng, camera chụp đem màn hình sáng rực rỡ, tuy nhiên kết nối mạng thì quá tệ.. Máy bắt sóng yếu rất yếu, kết nối WiFi cũng tệ thường xuyên bị truy cập từ chối WiFi, kết nối loa Bluetooth cũng kém kém xa so với con Huawei Y7 mình xài được 5 năm rồi cũng mua tại thế giới di động.",3,0
Rất ok.,4,1
"Các cả ứng dụng đều được nhưng hao pin lắm rồi, thời gian chờ màn hình cũng hơi nhanh, mình được biết là dòng máy khác khoảng 2h thời gian ch, rồi dòng máy này thời gian chờ chỉ khoảng 1h301h50 rồi mình kịp làm gì đã hao pin về thời gian chờ máy.",2,0
Đổi lại đc ko ?,1,0
"Máy bị mắt kết nối wifi lại siêu thị, kiểm tra thì nói không bị gì về vẫn bị tiếp rồi nói phải gửi về hãng mới kiểm tra được, vậy mà cam kết 1 đổi 1 hết tinh tưởng dùng sex.",1,0
Hài lòng!,4,1
"Máy bắt wifi lúc dặc, lúc không, đổi cái thứ 2 rồi vẫn bị như vậy, giờ nói phải gửi máy lên hãng để kiểm tra lỗi mới cho đổi.",1,0
"Điện thoại bắt sóng yếu hao pin . Điện thoại bị lỗi mới mua hôm trước, hôm sau đã gọi điện qua zalo rồi xem video clip không có tiếng, phải tắt nguồn khỏi đông lại máy thì mới nghe được tiếng.",2,0
Tôt .,5,1
"Đã 2 tuần nay dùng tốt, hài lòng.",5,1
"Điện thoại luôn mất sóng, gọi hay nhắn tin đều thuê bao. Khởi động lại vẫn vậy.. Tổng đài có hỏi trải nghiệm, mình nói mất tín hiệu như vậy, có khách nào xài 34 bị như vậy ? Tổng đài báo chưa nghe khách nào nói tình trạng như vậy, đây là lần đầu tiên, mình lên xem đánh giá thì rất nhiều khách đã đánh giá là đã mất tín hiệu. Tiếc là mình đi đọc đánh giá sớm hơn.",1,0
Tốt .,4,1
"Lỗi máy, tắt mở lại mới hết lỗi, âm lượng không về 0 được, có lúc mất tiếng, tắt đi mở lại thì có, viết đánh giá thì phải kiểm duyệt là sao nhỉ??? Vậy phải cho 5 sao mới duyệt à, cho 1 sao không duyệt đánh giá là sao ??????",1,0
Ok !,5,1
"Máy hay bị lỗi phải tắt nguồn, mở lại bất tiện quá.",1,0
Bình thường: .,3,0
Tuyệt vời.,5,1
Điện thoại của mình bị ám vàng nặng dù chỉnh sửa hoạt ảnh nhiều lần.,2,0
Ok !,4,1
Điện thoại Samsung dùng rất tuyệt.,5,1
Bị lừa tự gọi lại.,2,0
Hiện tại mình dùng thấy rất tốt. Nhất là dùng vân tay để thanh toán tài khoản qua điện thoại.. Mình rất ok.,5,1
Rất OK.,5,1
"Điện thoại dùng rất mượt, nhiều chức năng mới. Tuy nhiên chưa hiểu vì sao mà thỉnh thoảng người khác gọi điện đến lại ko được.",4,1
Xài ok?,3,0
"Màn hình hiển thị đẹp sáng. 120hz mượt, camera đẹp, pin trâu. 256gb quá ngon.",4,1
"Màn hình cam ứng thao tac hoi chậm, co luc dung nhiu bi đứng man hình, chụp hình ảnh hưởng không sắc net lắm, khong đep,chua hài lòng ve sp .",3,0
"Màn hình rộng, chụp ảnh cũng nét, máy dùng ok nhưng không biết mình dùng tên chứ, máy mìn mới mua đã bị 2 lần lỏng sim, phải tháo sim ra lắp lại thì mới nghe và nhận cuộc gọi được. Bắt sóng khi khỏe.",3,0
Trước mắt cũng thấy mượt. Sau ko biết thế nào?,5,1
Tốt .,4,1
Lướt mượt mà.,5,1
"Hình ảnh chân thật. Dữ liệu 256 nhiều, nói chung thì cũng được.",3,0
Mọi thứ thấy ok . Chưa có gì đánh giá .,5,1
"Máy đẹp hình ảnh, sắc nét, lướt màn hình mướt mượt, mượt thiết kế đẹp.",5,1
Ok ạ.,5,1
ok?,4,1
"Hàng ok lắm, mua tặng nên K. sử nhiều nên K. biết diễn tả sẽ nữa.",3,0
"Mới dùng, chưa quen giao diện cũng đôi lúc gặp khó khăn......mon .",3,0
Rất tốt.,5,1
"Màu đẹp: Máy chạy nhanh, Bộ nhớ 258GB rất hữu ích.",5,1
tốt.,5,1
Sản phẩm tốt . lướt nhanh . nói chung là ok.,5,1
Nhân viên phục vụ tốt.,5,1
Tốt .,5,1
tốt.,5,1
Ok !,5,1
Cũng chưa nhạy bén được... .,4,1
Phúc vụ tân tinh .,5,1
Mình thấy nhanh hết pin.,3,0
Rat tot .,5,1
Nhân viên rất nhiệt tình.,5,1
Sản phẩm tôimet.,4,1
"Hiện tại, điện thoại Galaxy A34 5G 256GB tài rất OK.",5,1
Tốt .,4,1
ok?,4,1
Rất tốt.,4,1
Trên cả tuyệt vời.,5,1
Ok !,4,1
"may cam nhe tay khong dam may, me nu ung dung kho su dung ma lai khong co cu sac, hoi chan .",3,0
Rất tôi.,5,1
Bình thường vì chưa dùng hết các tính năng.,3,0
tốt.,5,1
"Điện thoại cũng ổn, mặt lưng có chi tiết những điểm chấm lấp lánh bao phủ toàn bộ mặt lưng rất đẹp mà điện thoại cao cấp của hãng lại ko có, màn hình rất đẹp, có 120hz nữa, lướt tin rất mượt, chơi game cũng tạm ổn, vì máy nóng như iphone khi chơi game nặng và đôi khi có giật lag, hệ điều hành thì quá là ổn định, được cập nhật lâu dài, pin ổn, sạc cũng nhanh, chụp hình thì rất chi tiết trong tầm giá, vẫn bị vỡ hình nhẹ khi zoom 10x, selfie cũng đẹp, quay slowmo tốt nhưng bị nhiễu video hơi nhiều ở vùng tối, tuy nhiên những vấn đề này có thể khắc phục ở bản cập nhật fix lỗi nhé, mong hãng ra bản cập nhật fix những lỗi này, mình mua điện thoại này cho 1 học sinh cấp 2, 7 điểm.",4,1
"Mua được 4 ngày, xài mau tuột pin, nóng máy. Chán.",2,0
"Mua ngay 20 ,05 , 2024 may sài 10 ngày bị nóng quá ra đo, máy khác cũng nóng như tay, chắc loại A25 5G này bị lỗi .Máy nóng bị cháy nổ thì ai triệu trách nhiệm?",1,0
Good !,5,1
Ok !,5,1
"Dùng được 1 tháng thấy ổn định, pin sạc nhanh, dùng bình thường được 36 giờ.Nhược điểm máy nóng nhất là khi sạc pin.",4,1
"Đã dùng được 10 ngày , thấy cũng ổn.",4,1
Hàng .,5,1
"Xài được 2 tháng, 1 ngày sạc 1 lần. Hết pin sạc nhanh thiệt.Hơn tiếng là đầy. Nếu xài liên tục sáng sạc đầy sử dụng đến chiều là hết pin. Từ lúc mua ngày sạc 1 lần. Hôm nay 8h sáng sạch.Giờ gần 3 giờ chiều pin còn 34%. Càng ngày càng hao pin. Kiểm tra pin thì thấy báo xài được 1 ngày 4 5 tiếng.. Thực tế chưa được 12 tiếng.",2,0
"Mình mới mua máy hôm 11/3 nhưng máy xài các ứng dụng tầm 15 là nóng, máy màn hình thì bị choáp.",2,0
SS A25 xài ngon.,5,1
OK.,5,1
Pin hao nhanh nóng máy. Coi youtube là nóng như ip.,2,0
Cũng mới mua nhưng mà cảm thấy hơi hao pin.,3,0
Nói chung dùng ổn ở giá tầm trungg.,5,1
"Truoc mat thay bi loi ngat ket noi, phan con lai de trai nghiem nhieu lan moi biet dc .",4,1
"Máy mua về 1 tuần bị lỗi cảm ứng, ko lướt được như đứng máy vậy.. Khởi động lại thì xài được nhưng ngày hôm sau vẫn vậy.. 2 ngày liên tục, ra tới TPHCM thì xóa hết mấy ứng dụng của người ta rồi kêu có nữa thì lại chạy trương trình, nhắn 1 tuần khởi động 1 lần. Thấy mới mua mà vậy thì thua lun rồi. Thật sự thất vọng, ráng tích góp được tiền mua đất mà bị vậy, rồi sau này hết bảo hành lại bị đau hơn nữa ròi seo. Mong cải thiện hơn ạ, hic hic hic !",2,0
"Mới dùng mà cảm ứng nhảy tùng phèo... bị lỗi 2 ngày, liên tục ra siêu thị không chịu đổi hàng.",1,0
"Mới dùng đc 1 tháng sạc pin rồi vào gửi về hãng thì hãng báo máy bị ẩm mốc, phải thay 700k.dậy là bảo hành hả..Khi mua đồ điện tử toàn chọn chỗ uy tính như TGDD hoặc DMX., kỳ này thất vọng thật sự.",1,0
Mua hôm 30 tết. Về để qua đêm pin sụt hơi hoảng. 1h sụt tầm 5% dù không bật wifi hay 3g. .,3,0
"Máy về đơ màn hình, giật đùng đùng mai mình đem ra nhập trả.",1,0
"Điện thoại mới mua 24/05/2024 .Ở thế giới di động .ở phòng kín, thấy sóng yêu chán quá...Lúc được lúc ko .Các điện thoại khác cùng mạng thì thấy bình thường.. Điện thoại của tôi tậm tit.tt.rất tệ.",2,0
"Mới mua được hơn tháng, giờ thì có nhu cầu dùng nữa, bên Viettel có thể mua lại kỳ nhi.",4,1
"Dt mua đầu tháng 03 đổi đã 3 lần.Hiện tại bị liệt cảm ứng, cảm ứng rất chậm, bỏ dt vào túi lấy ra dùng 10l hết 10l bị tự nhảy cảm ứng loạn xạ. Dt dùng đến hiện tại rất nóng và rất hao pin. Rất mệt mỏi dòng dt này. Lâu lâu K. vào zalo là ik như rằng không nhận được thông báo tin nhắn và cuộc gọi.. Khi mở dt lên 1 đóng tay và gọi nhỡ. Rất búc xúc. Đổi thì lỗ.",1,0
"Mình mới mua, dùng được 2 ngày, cảm thấy pin bị hao rất nhanh. Như vậy có phải máy bị lổi, và có đổi máy khác được ko vậy.",2,0
"Sài 2 tháng điện thoại hay bị liệt cảm ứng.Lâu lâu phải cài đặt lại ra, cửa hàng ko biết nguyên nhân, kêu phải ra bảo hành.",2,0
"Không phủ nhận hiệu năng của nó là tuyệt vời.. Nhưng pin hết rất nhanh, thu sóng wifi cực yếu, bị 1 lỗi nữa là khi bạn kết nối bluetooth gần như sóng wifi sẽ mất luôn, chia sẽ 4g cũng cực tệ, vân tay phím cạnh nó phải gọi là..... miệng thì tiện nhưng đôi lúc thì bấm k ăn, lúc thì cứ đụng trúng đâu cái tự mở lên làm mất tính bảo mật.",3,0
"Điện thoại cảm giác rất mau hết pin luôn, mặc dù mới mua chưa được bao lâu.",4,1
Pin nhanh hết. Thu sóng chập chờn . Lên bảo hành thì quá tệ với cách xử lý của bên hãng ss. Ko nên mua.,1,0
"Sữ dụng 1 tháng đầu 1 loạn cảm ứng, 2 màng hình đứng im không bầm được, 3 chỉ lấp được 1 sim và 1 thẻ nhớ hoặc 2 sim không thẻ nhớ.",3,0
"Có ai giống máy e không ạ, máy sạc tới 80 mấy % pin là không lên pin nữa vậy!",3,0
"Không có chức năng ghi màn hình. Nếu dùng nhiều thì khoảng 78h hết pin. Đừng dùng khoảng tầm ngắn, có hiện tượng hơi liền.. Cam chụp ảnh ở mức ổn ko quá nét. Sp ổn so với mức giá và không nên quá đề cao.",3,0
Quá tốt.,5,1
Ok !,5,1
Hiện tại dùng vẫn thấy ok.,4,1
"Máy lỗi nhạc chuông cài đặt nhạc chuông to100% mà gọi đến chỉ báo 50% Máy hay đơ chạy chậm, mang đến thế giới di động nhân viên không sử lý được.",2,0
"Pin thì ok, lướt mượt mà, nói chung là ok lắm.",5,1
Cuộc gọi đến ấn nghe không được.,3,0
Rất hài lòng.,5,1
Có ai gặp giống mình không......sạc pin luôn báo lỗi liên tục...rút sạc ra cũng báo lỗi liên tục......Có khi sạc pin đứng im không lên luôn...rút cáp ra mà vẫn báo đang sạch...............máy mua chưa được 1 tháng.,1,0
"Mong được hỗ trợ. Mình mua máy từ 16/1, trong quá trình sử dụng có khoảng 10 lần máy không nhận cuộc gọi đến được, hoặc thực hiện cuộc gọi đi thì báo không có mạng di động mặc dù điện thoại vẫn báo vạch sóng. Đó là những lần mình thực hiện gọi nên phát hiện ra, còn thực tế không biết là máy không thể liên lạc qua sim nhiều không nữa.. RẤT MONG ĐƯỢC HỖ TRỢ, Vì TÔI CHƯA TRỰC TIẾP ĐƯỢC HỆ THỐNG CỬA HÀNG TGDĐ.",3,0
"Máy bấm có xíu, tuột pin nhanh với lại, khi bấm lâu mà máy nóng sản, cũng nóng mới mua chưa được 1 tháng, nhưng gọi video lúc nghe được tiếng, lúc khi nghe được tiếng và hình ảnh bị nhè tôi muốn đổi lại cái khác đó vì mua chỉ được 1 tháng.",3,0
"Lúc mới mua chưa được 1 tháng nhưng gọi video cứ bị kết nối wifi kém, k nghe được tiếng và hình ảnh bị nhè, lúc mới đem về cứ tưởng do mạng wifi bị yếu. Giờ dùng máy samsung khác cũng kết nối wifi đó gọi thì âm thanh, hình ảnh rất sắc nét. Có thế mang đổi 1 1 k ạ, nhắn tin cũng k được mượt.",2,0
"Máy bấm có xíu tuột pin nhanh với lại, bấm lâu mà máy nóng sạt cũng nóng.",2,0
"Máy bị lõi màn hình đổi sang cái thứ 3 vẫn bị lỗi, quá chán, . Muốn đổi sang dòng khác phải chịu lỗ 20%, mới mua đc 4 5 ngày.. Màn hình k bấm tự nhảy liên tục, ra test k ra. Nv lại bảo có thể do dán cường lực bên ngoài, về tháo cường lực ra dùng vẫn bị như thuong.",1,0
